road,status,description,timestamp,status_code
A40,Good,No Exceptional Delays,2025-11-09 20:37:43.001459,0
A40,Good,No Exceptional Delays,2025-11-09 20:38:43.428295,0
A40,Good,No Exceptional Delays,2025-11-09 20:39:44.715377,0
A40,Good,No Exceptional Delays,2025-11-09 21:35:13.803720,0
A40,Good,No Exceptional Delays,2025-11-09 21:36:15.668872,0
A40,Good,No Exceptional Delays,2025-11-09 21:37:16.089650,0
A40,Good,No Exceptional Delays,2025-11-09 21:38:16.285320,0
A40,Good,No Exceptional Delays,2025-11-09 21:39:16.643632,0
A40,Good,No Exceptional Delays,2025-11-09 21:40:16.867239,0
A40,Good,No Exceptional Delays,2025-11-09 21:41:17.812331,0
A40,Good,No Exceptional Delays,2025-11-09 21:42:20.061469,0
A40,Good,No Exceptional Delays,2025-11-09 21:43:20.988342,0
A40,Good,No Exceptional Delays,2025-11-09 21:44:21.535432,0
A40,Good,No Exceptional Delays,2025-11-09 22:02:15.957414,0
A40,Good,No Exceptional Delays,2025-11-09 22:03:18.444123,0
A40,Good,No Exceptional Delays,2025-11-09 22:04:20.141122,0
A40,Good,No Exceptional Delays,2025-11-09 22:05:20.525893,0
A40,Good,No Exceptional Delays,2025-11-09 23:16:29.527054,0
A40,Good,No Exceptional Delays,2025-11-09 23:17:30.484563,0
A41,Good,No Exceptional Delays,2025-11-09 20:23:38.316918,0
A41,Good,No Exceptional Delays,2025-11-09 20:24:38.734416,0
A41,Good,No Exceptional Delays,2025-11-09 20:25:38.971141,0
A41,Good,No Exceptional Delays,2025-11-09 20:26:39.203275,0
A41,Good,No Exceptional Delays,2025-11-09 20:27:39.514283,0
A41,Good,No Exceptional Delays,2025-11-09 20:28:39.807941,0
A41,Good,No Exceptional Delays,2025-11-09 20:29:40.298230,0
A41,Good,No Exceptional Delays,2025-11-09 20:30:40.523136,0
A41,Good,No Exceptional Delays,2025-11-09 20:31:40.819254,0
A41,Good,No Exceptional Delays,2025-11-09 20:32:41.235617,0
A41,Good,No Exceptional Delays,2025-11-09 20:33:41.503224,0
A41,Good,No Exceptional Delays,2025-11-09 20:34:41.955490,0
A41,Good,No Exceptional Delays,2025-11-09 20:35:42.374221,0
A41,Good,No Exceptional Delays,2025-11-09 20:36:42.550804,0
A41,Good,No Exceptional Delays,2025-11-09 20:37:43.001459,0
A41,Good,No Exceptional Delays,2025-11-09 20:38:43.428295,0
A41,Good,No Exceptional Delays,2025-11-09 20:39:44.715377,0
A41,Good,No Exceptional Delays,2025-11-09 21:35:13.803720,0
A41,Good,No Exceptional Delays,2025-11-09 21:36:15.668872,0
A41,Good,No Exceptional Delays,2025-11-09 21:37:16.089650,0
A41,Good,No Exceptional Delays,2025-11-09 21:38:16.285320,0
A41,Good,No Exceptional Delays,2025-11-09 21:39:16.643632,0
A41,Good,No Exceptional Delays,2025-11-09 21:40:16.867239,0
A41,Good,No Exceptional Delays,2025-11-09 21:41:17.812331,0
A41,Good,No Exceptional Delays,2025-11-09 21:42:20.061469,0
A41,Good,No Exceptional Delays,2025-11-09 21:43:20.988342,0
A41,Good,No Exceptional Delays,2025-11-09 21:44:21.535432,0
A41,Good,No Exceptional Delays,2025-11-09 22:02:15.957414,0
A41,Good,No Exceptional Delays,2025-11-09 22:03:18.444123,0
A41,Good,No Exceptional Delays,2025-11-09 22:04:20.141122,0
A41,Good,No Exceptional Delays,2025-11-09 22:05:20.525893,0
A41,Good,No Exceptional Delays,2025-11-09 23:16:29.527054,0
A41,Good,No Exceptional Delays,2025-11-09 23:17:30.484563,0
Bishopsgate Cross Route,Good,No Exceptional Delays,2025-11-09 20:23:38.316918,0
Bishopsgate Cross Route,Good,No Exceptional Delays,2025-11-09 20:24:38.734416,0
Bishopsgate Cross Route,Good,No Exceptional Delays,2025-11-09 20:25:38.971141,0
Bishopsgate Cross Route,Good,No Exceptional Delays,2025-11-09 20:26:39.203275,0
Bishopsgate Cross Route,Good,No Exceptional Delays,2025-11-09 20:27:39.514283,0
Bishopsgate Cross Route,Good,No Exceptional Delays,2025-11-09 20:28:39.807941,0
Bishopsgate Cross Route,Good,No Exceptional Delays,2025-11-09 20:29:40.298230,0
Bishopsgate Cross Route,Good,No Exceptional Delays,2025-11-09 20:30:40.523136,0
Bishopsgate Cross Route,Good,No Exceptional Delays,2025-11-09 20:31:40.819254,0
Bishopsgate Cross Route,Good,No Exceptional Delays,2025-11-09 20:32:41.235617,0
Bishopsgate Cross Route,Good,No Exceptional Delays,2025-11-09 20:33:41.503224,0
Bishopsgate Cross Route,Good,No Exceptional Delays,2025-11-09 20:34:41.955490,0
Bishopsgate Cross Route,Good,No Exceptional Delays,2025-11-09 20:35:42.374221,0
Bishopsgate Cross Route,Good,No Exceptional Delays,2025-11-09 20:36:42.550804,0
Bishopsgate Cross Route,Good,No Exceptional Delays,2025-11-09 20:37:43.001459,0
Bishopsgate Cross Route,Good,No Exceptional Delays,2025-11-09 20:38:43.428295,0
Bishopsgate Cross Route,Good,No Exceptional Delays,2025-11-09 20:39:44.715377,0
Bishopsgate Cross Route,Good,No Exceptional Delays,2025-11-09 21:35:13.803720,0
Bishopsgate Cross Route,Good,No Exceptional Delays,2025-11-09 21:36:15.668872,0
Bishopsgate Cross Route,Good,No Exceptional Delays,2025-11-09 21:37:16.089650,0
Bishopsgate Cross Route,Good,No Exceptional Delays,2025-11-09 21:38:16.285320,0
Bishopsgate Cross Route,Good,No Exceptional Delays,2025-11-09 21:39:16.643632,0
Bishopsgate Cross Route,Good,No Exceptional Delays,2025-11-09 21:40:16.867239,0
Bishopsgate Cross Route,Good,No Exceptional Delays,2025-11-09 21:41:17.812331,0
Bishopsgate Cross Route,Good,No Exceptional Delays,2025-11-09 21:42:20.061469,0
Bishopsgate Cross Route,Good,No Exceptional Delays,2025-11-09 21:43:20.988342,0
Bishopsgate Cross Route,Good,No Exceptional Delays,2025-11-09 21:44:21.535432,0
Bishopsgate Cross Route,Good,No Exceptional Delays,2025-11-09 22:02:15.957414,0
Bishopsgate Cross Route,Good,No Exceptional Delays,2025-11-09 22:03:18.444123,0
Bishopsgate Cross Route,Good,No Exceptional Delays,2025-11-09 22:04:20.141122,0
Bishopsgate Cross Route,Good,No Exceptional Delays,2025-11-09 22:05:20.525893,0
Bishopsgate Cross Route,Good,No Exceptional Delays,2025-11-09 23:16:29.527054,0
Bishopsgate Cross Route,Good,No Exceptional Delays,2025-11-09 23:17:30.484563,0
Blackwall Tunnel,Good,No Exceptional Delays,2025-11-09 20:23:38.316918,0
Blackwall Tunnel,Good,No Exceptional Delays,2025-11-09 20:24:38.734416,0
Blackwall Tunnel,Good,No Exceptional Delays,2025-11-09 20:25:38.971141,0
Blackwall Tunnel,Good,No Exceptional Delays,2025-11-09 20:26:39.203275,0
Blackwall Tunnel,Good,No Exceptional Delays,2025-11-09 20:27:39.514283,0
Blackwall Tunnel,Good,No Exceptional Delays,2025-11-09 20:28:39.807941,0
Blackwall Tunnel,Good,No Exceptional Delays,2025-11-09 20:29:40.298230,0
Blackwall Tunnel,Good,No Exceptional Delays,2025-11-09 20:30:40.523136,0
Blackwall Tunnel,Good,No Exceptional Delays,2025-11-09 20:31:40.819254,0
Blackwall Tunnel,Good,No Exceptional Delays,2025-11-09 20:32:41.235617,0
Blackwall Tunnel,Good,No Exceptional Delays,2025-11-09 20:33:41.503224,0
Blackwall Tunnel,Good,No Exceptional Delays,2025-11-09 20:34:41.955490,0
Blackwall Tunnel,Good,No Exceptional Delays,2025-11-09 20:35:42.374221,0
Blackwall Tunnel,Good,No Exceptional Delays,2025-11-09 20:36:42.550804,0
Blackwall Tunnel,Good,No Exceptional Delays,2025-11-09 20:37:43.001459,0
Blackwall Tunnel,Good,No Exceptional Delays,2025-11-09 20:38:43.428295,0
Blackwall Tunnel,Good,No Exceptional Delays,2025-11-09 20:39:44.715377,0
Blackwall Tunnel,Good,No Exceptional Delays,2025-11-09 21:35:13.803720,0
Blackwall Tunnel,Good,No Exceptional Delays,2025-11-09 21:36:15.668872,0
Blackwall Tunnel,Good,No Exceptional Delays,2025-11-09 21:37:16.089650,0
Blackwall Tunnel,Good,No Exceptional Delays,2025-11-09 21:38:16.285320,0
Blackwall Tunnel,Good,No Exceptional Delays,2025-11-09 21:39:16.643632,0
Blackwall Tunnel,Good,No Exceptional Delays,2025-11-09 21:40:16.867239,0
Blackwall Tunnel,Good,No Exceptional Delays,2025-11-09 21:41:17.812331,0
Blackwall Tunnel,Good,No Exceptional Delays,2025-11-09 21:42:20.061469,0
Blackwall Tunnel,Good,No Exceptional Delays,2025-11-09 21:43:20.988342,0
Blackwall Tunnel,Good,No Exceptional Delays,2025-11-09 21:44:21.535432,0
Blackwall Tunnel,Good,No Exceptional Delays,2025-11-09 22:02:15.957414,0
Blackwall Tunnel,Good,No Exceptional Delays,2025-11-09 22:03:18.444123,0
Blackwall Tunnel,Good,No Exceptional Delays,2025-11-09 22:04:20.141122,0
Blackwall Tunnel,Good,No Exceptional Delays,2025-11-09 22:05:20.525893,0
Blackwall Tunnel,Good,No Exceptional Delays,2025-11-09 23:16:29.527054,0
Blackwall Tunnel,Good,No Exceptional Delays,2025-11-09 23:17:30.484563,0
City Route,Good,No Exceptional Delays,2025-11-09 20:23:38.316918,0
City Route,Good,No Exceptional Delays,2025-11-09 20:24:38.734416,0
City Route,Good,No Exceptional Delays,2025-11-09 20:25:38.971141,0
City Route,Good,No Exceptional Delays,2025-11-09 20:26:39.203275,0
City Route,Good,No Exceptional Delays,2025-11-09 20:27:39.514283,0
City Route,Good,No Exceptional Delays,2025-11-09 20:28:39.807941,0
City Route,Good,No Exceptional Delays,2025-11-09 20:29:40.298230,0
City Route,Good,No Exceptional Delays,2025-11-09 20:30:40.523136,0
City Route,Good,No Exceptional Delays,2025-11-09 20:31:40.819254,0
City Route,Good,No Exceptional Delays,2025-11-09 20:32:41.235617,0
City Route,Good,No Exceptional Delays,2025-11-09 20:33:41.503224,0
City Route,Good,No Exceptional Delays,2025-11-09 20:34:41.955490,0
City Route,Good,No Exceptional Delays,2025-11-09 20:35:42.374221,0
City Route,Good,No Exceptional Delays,2025-11-09 20:36:42.550804,0
City Route,Good,No Exceptional Delays,2025-11-09 20:37:43.001459,0
City Route,Good,No Exceptional Delays,2025-11-09 20:38:43.428295,0
City Route,Good,No Exceptional Delays,2025-11-09 20:39:44.715377,0
City Route,Good,No Exceptional Delays,2025-11-09 21:35:13.803720,0
City Route,Good,No Exceptional Delays,2025-11-09 21:36:15.668872,0
City Route,Good,No Exceptional Delays,2025-11-09 21:37:16.089650,0
City Route,Good,No Exceptional Delays,2025-11-09 21:38:16.285320,0
City Route,Good,No Exceptional Delays,2025-11-09 21:39:16.643632,0
City Route,Good,No Exceptional Delays,2025-11-09 21:40:16.867239,0
City Route,Good,No Exceptional Delays,2025-11-09 21:41:17.812331,0
City Route,Good,No Exceptional Delays,2025-11-09 21:42:20.061469,0
City Route,Good,No Exceptional Delays,2025-11-09 21:43:20.988342,0
City Route,Good,No Exceptional Delays,2025-11-09 21:44:21.535432,0
City Route,Good,No Exceptional Delays,2025-11-09 22:02:15.957414,0
City Route,Good,No Exceptional Delays,2025-11-09 22:03:18.444123,0
City Route,Good,No Exceptional Delays,2025-11-09 22:04:20.141122,0
City Route,Good,No Exceptional Delays,2025-11-09 22:05:20.525893,0
City Route,Good,No Exceptional Delays,2025-11-09 23:16:29.527054,0
City Route,Good,No Exceptional Delays,2025-11-09 23:17:30.484563,0
Farringdon Cross Route,Good,No Exceptional Delays,2025-11-09 20:23:38.316918,0
Farringdon Cross Route,Good,No Exceptional Delays,2025-11-09 20:24:38.734416,0
Farringdon Cross Route,Good,No Exceptional Delays,2025-11-09 20:25:38.971141,0
Farringdon Cross Route,Good,No Exceptional Delays,2025-11-09 20:26:39.203275,0
Farringdon Cross Route,Good,No Exceptional Delays,2025-11-09 20:27:39.514283,0
Farringdon Cross Route,Good,No Exceptional Delays,2025-11-09 20:28:39.807941,0
Farringdon Cross Route,Good,No Exceptional Delays,2025-11-09 20:29:40.298230,0
Farringdon Cross Route,Good,No Exceptional Delays,2025-11-09 20:30:40.523136,0
Farringdon Cross Route,Good,No Exceptional Delays,2025-11-09 20:31:40.819254,0
Farringdon Cross Route,Good,No Exceptional Delays,2025-11-09 20:32:41.235617,0
Farringdon Cross Route,Good,No Exceptional Delays,2025-11-09 20:33:41.503224,0
Farringdon Cross Route,Good,No Exceptional Delays,2025-11-09 20:34:41.955490,0
Farringdon Cross Route,Good,No Exceptional Delays,2025-11-09 20:35:42.374221,0
Farringdon Cross Route,Good,No Exceptional Delays,2025-11-09 20:36:42.550804,0
Farringdon Cross Route,Good,No Exceptional Delays,2025-11-09 20:37:43.001459,0
Farringdon Cross Route,Good,No Exceptional Delays,2025-11-09 20:38:43.428295,0
Farringdon Cross Route,Good,No Exceptional Delays,2025-11-09 20:39:44.715377,0
Farringdon Cross Route,Good,No Exceptional Delays,2025-11-09 21:35:13.803720,0
Farringdon Cross Route,Good,No Exceptional Delays,2025-11-09 21:36:15.668872,0
Farringdon Cross Route,Good,No Exceptional Delays,2025-11-09 21:37:16.089650,0
Farringdon Cross Route,Good,No Exceptional Delays,2025-11-09 21:38:16.285320,0
Farringdon Cross Route,Good,No Exceptional Delays,2025-11-09 21:39:16.643632,0
Farringdon Cross Route,Good,No Exceptional Delays,2025-11-09 21:40:16.867239,0
Farringdon Cross Route,Good,No Exceptional Delays,2025-11-09 21:41:17.812331,0
Farringdon Cross Route,Good,No Exceptional Delays,2025-11-09 21:42:20.061469,0
Farringdon Cross Route,Good,No Exceptional Delays,2025-11-09 21:43:20.988342,0
Farringdon Cross Route,Good,No Exceptional Delays,2025-11-09 21:44:21.535432,0
Farringdon Cross Route,Good,No Exceptional Delays,2025-11-09 22:02:15.957414,0
Farringdon Cross Route,Good,No Exceptional Delays,2025-11-09 22:03:18.444123,0
Farringdon Cross Route,Good,No Exceptional Delays,2025-11-09 22:04:20.141122,0
Farringdon Cross Route,Good,No Exceptional Delays,2025-11-09 22:05:20.525893,0
Farringdon Cross Route,Good,No Exceptional Delays,2025-11-09 23:16:29.527054,0
Farringdon Cross Route,Good,No Exceptional Delays,2025-11-09 23:17:30.484563,0
Inner Ring,Good,No Exceptional Delays,2025-11-09 20:23:38.316918,0
Inner Ring,Good,No Exceptional Delays,2025-11-09 20:24:38.734416,0
Inner Ring,Good,No Exceptional Delays,2025-11-09 20:25:38.971141,0
Inner Ring,Good,No Exceptional Delays,2025-11-09 20:26:39.203275,0
Inner Ring,Good,No Exceptional Delays,2025-11-09 20:27:39.514283,0
Inner Ring,Good,No Exceptional Delays,2025-11-09 20:28:39.807941,0
Inner Ring,Good,No Exceptional Delays,2025-11-09 20:29:40.298230,0
Inner Ring,Good,No Exceptional Delays,2025-11-09 20:30:40.523136,0
Inner Ring,Good,No Exceptional Delays,2025-11-09 20:31:40.819254,0
Inner Ring,Good,No Exceptional Delays,2025-11-09 20:32:41.235617,0
Inner Ring,Good,No Exceptional Delays,2025-11-09 20:33:41.503224,0
Inner Ring,Good,No Exceptional Delays,2025-11-09 20:34:41.955490,0
Inner Ring,Good,No Exceptional Delays,2025-11-09 20:35:42.374221,0
Inner Ring,Good,No Exceptional Delays,2025-11-09 20:36:42.550804,0
Inner Ring,Good,No Exceptional Delays,2025-11-09 20:37:43.001459,0
Inner Ring,Good,No Exceptional Delays,2025-11-09 20:38:43.428295,0
Inner Ring,Good,No Exceptional Delays,2025-11-09 20:39:44.715377,0
Inner Ring,Good,No Exceptional Delays,2025-11-09 21:35:13.803720,0
Inner Ring,Good,No Exceptional Delays,2025-11-09 21:36:15.668872,0
Inner Ring,Good,No Exceptional Delays,2025-11-09 21:37:16.089650,0
Inner Ring,Good,No Exceptional Delays,2025-11-09 21:38:16.285320,0
Inner Ring,Good,No Exceptional Delays,2025-11-09 21:39:16.643632,0
Inner Ring,Good,No Exceptional Delays,2025-11-09 21:40:16.867239,0
Inner Ring,Good,No Exceptional Delays,2025-11-09 21:41:17.812331,0
Inner Ring,Good,No Exceptional Delays,2025-11-09 21:42:20.061469,0
Inner Ring,Good,No Exceptional Delays,2025-11-09 21:43:20.988342,0
Inner Ring,Good,No Exceptional Delays,2025-11-09 21:44:21.535432,0
Inner Ring,Good,No Exceptional Delays,2025-11-09 22:02:15.957414,0
Inner Ring,Good,No Exceptional Delays,2025-11-09 22:03:18.444123,0
Inner Ring,Good,No Exceptional Delays,2025-11-09 22:04:20.141122,0
Inner Ring,Good,No Exceptional Delays,2025-11-09 22:05:20.525893,0
Inner Ring,Good,No Exceptional Delays,2025-11-09 23:16:29.527054,0
Inner Ring,Good,No Exceptional Delays,2025-11-09 23:17:30.484563,0
North Circular (A406),Good,No Exceptional Delays,2025-11-09 20:23:38.316918,0
North Circular (A406),Good,No Exceptional Delays,2025-11-09 20:24:38.734416,0
North Circular (A406),Good,No Exceptional Delays,2025-11-09 20:25:38.971141,0
North Circular (A406),Good,No Exceptional Delays,2025-11-09 20:26:39.203275,0
North Circular (A406),Good,No Exceptional Delays,2025-11-09 20:27:39.514283,0
North Circular (A406),Good,No Exceptional Delays,2025-11-09 20:28:39.807941,0
North Circular (A406),Good,No Exceptional Delays,2025-11-09 20:29:40.298230,0
North Circular (A406),Good,No Exceptional Delays,2025-11-09 20:30:40.523136,0
North Circular (A406),Good,No Exceptional Delays,2025-11-09 20:31:40.819254,0
North Circular (A406),Good,No Exceptional Delays,2025-11-09 20:32:41.235617,0
North Circular (A406),Good,No Exceptional Delays,2025-11-09 20:33:41.503224,0
North Circular (A406),Good,No Exceptional Delays,2025-11-09 20:34:41.955490,0
North Circular (A406),Good,No Exceptional Delays,2025-11-09 20:35:42.374221,0
North Circular (A406),Good,No Exceptional Delays,2025-11-09 20:36:42.550804,0
North Circular (A406),Good,No Exceptional Delays,2025-11-09 20:37:43.001459,0
North Circular (A406),Good,No Exceptional Delays,2025-11-09 20:38:43.428295,0
North Circular (A406),Good,No Exceptional Delays,2025-11-09 20:39:44.715377,0
North Circular (A406),Good,No Exceptional Delays,2025-11-09 21:35:13.803720,0
North Circular (A406),Good,No Exceptional Delays,2025-11-09 21:36:15.668872,0
North Circular (A406),Good,No Exceptional Delays,2025-11-09 21:37:16.089650,0
North Circular (A406),Good,No Exceptional Delays,2025-11-09 21:38:16.285320,0
North Circular (A406),Good,No Exceptional Delays,2025-11-09 21:39:16.643632,0
North Circular (A406),Good,No Exceptional Delays,2025-11-09 21:40:16.867239,0
North Circular (A406),Good,No Exceptional Delays,2025-11-09 21:41:17.812331,0
North Circular (A406),Good,No Exceptional Delays,2025-11-09 21:42:20.061469,0
North Circular (A406),Good,No Exceptional Delays,2025-11-09 21:43:20.988342,0
North Circular (A406),Good,No Exceptional Delays,2025-11-09 21:44:21.535432,0
North Circular (A406),Good,No Exceptional Delays,2025-11-09 22:02:15.957414,0
North Circular (A406),Good,No Exceptional Delays,2025-11-09 22:03:18.444123,0
North Circular (A406),Good,No Exceptional Delays,2025-11-09 22:04:20.141122,0
North Circular (A406),Good,No Exceptional Delays,2025-11-09 22:05:20.525893,0
North Circular (A406),Good,No Exceptional Delays,2025-11-09 23:16:29.527054,0
North Circular (A406),Good,No Exceptional Delays,2025-11-09 23:17:30.484563,0
Silvertown Tunnel,Good,No Exceptional Delays,2025-11-09 20:23:38.316918,0
Silvertown Tunnel,Good,No Exceptional Delays,2025-11-09 20:24:38.734416,0
Silvertown Tunnel,Good,No Exceptional Delays,2025-11-09 20:25:38.971141,0
Silvertown Tunnel,Good,No Exceptional Delays,2025-11-09 20:26:39.203275,0
Silvertown Tunnel,Good,No Exceptional Delays,2025-11-09 20:27:39.514283,0
Silvertown Tunnel,Good,No Exceptional Delays,2025-11-09 20:28:39.807941,0
Silvertown Tunnel,Good,No Exceptional Delays,2025-11-09 20:29:40.298230,0
Silvertown Tunnel,Good,No Exceptional Delays,2025-11-09 20:30:40.523136,0
Silvertown Tunnel,Good,No Exceptional Delays,2025-11-09 20:31:40.819254,0
Silvertown Tunnel,Good,No Exceptional Delays,2025-11-09 20:32:41.235617,0
Silvertown Tunnel,Good,No Exceptional Delays,2025-11-09 20:33:41.503224,0
Silvertown Tunnel,Good,No Exceptional Delays,2025-11-09 20:34:41.955490,0
Silvertown Tunnel,Good,No Exceptional Delays,2025-11-09 20:35:42.374221,0
Silvertown Tunnel,Good,No Exceptional Delays,2025-11-09 20:36:42.550804,0
Silvertown Tunnel,Good,No Exceptional Delays,2025-11-09 20:37:43.001459,0
Silvertown Tunnel,Good,No Exceptional Delays,2025-11-09 20:38:43.428295,0
Silvertown Tunnel,Good,No Exceptional Delays,2025-11-09 20:39:44.715377,0
Silvertown Tunnel,Good,No Exceptional Delays,2025-11-09 21:35:13.803720,0
Silvertown Tunnel,Good,No Exceptional Delays,2025-11-09 21:36:15.668872,0
Silvertown Tunnel,Good,No Exceptional Delays,2025-11-09 21:37:16.089650,0
Silvertown Tunnel,Good,No Exceptional Delays,2025-11-09 21:38:16.285320,0
Silvertown Tunnel,Good,No Exceptional Delays,2025-11-09 21:39:16.643632,0
Silvertown Tunnel,Good,No Exceptional Delays,2025-11-09 21:40:16.867239,0
Silvertown Tunnel,Good,No Exceptional Delays,2025-11-09 21:41:17.812331,0
Silvertown Tunnel,Good,No Exceptional Delays,2025-11-09 21:42:20.061469,0
Silvertown Tunnel,Good,No Exceptional Delays,2025-11-09 21:43:20.988342,0
Silvertown Tunnel,Good,No Exceptional Delays,2025-11-09 21:44:21.535432,0
Silvertown Tunnel,Good,No Exceptional Delays,2025-11-09 22:02:15.957414,0
Silvertown Tunnel,Good,No Exceptional Delays,2025-11-09 22:03:18.444123,0
Silvertown Tunnel,Good,No Exceptional Delays,2025-11-09 22:04:20.141122,0
Silvertown Tunnel,Good,No Exceptional Delays,2025-11-09 22:05:20.525893,0
Silvertown Tunnel,Good,No Exceptional Delays,2025-11-09 23:16:29.527054,0
Silvertown Tunnel,Good,No Exceptional Delays,2025-11-09 23:17:30.484563,0
South Circular (A205),Good,No Exceptional Delays,2025-11-09 20:23:38.316918,0
South Circular (A205),Good,No Exceptional Delays,2025-11-09 20:24:38.734416,0
South Circular (A205),Good,No Exceptional Delays,2025-11-09 20:25:38.971141,0
South Circular (A205),Good,No Exceptional Delays,2025-11-09 20:26:39.203275,0
South Circular (A205),Good,No Exceptional Delays,2025-11-09 20:27:39.514283,0
South Circular (A205),Good,No Exceptional Delays,2025-11-09 20:28:39.807941,0
South Circular (A205),Good,No Exceptional Delays,2025-11-09 20:29:40.298230,0
South Circular (A205),Good,No Exceptional Delays,2025-11-09 20:30:40.523136,0
South Circular (A205),Good,No Exceptional Delays,2025-11-09 20:31:40.819254,0
South Circular (A205),Good,No Exceptional Delays,2025-11-09 20:32:41.235617,0
South Circular (A205),Good,No Exceptional Delays,2025-11-09 20:33:41.503224,0
South Circular (A205),Good,No Exceptional Delays,2025-11-09 20:34:41.955490,0
South Circular (A205),Good,No Exceptional Delays,2025-11-09 20:35:42.374221,0
South Circular (A205),Good,No Exceptional Delays,2025-11-09 20:36:42.550804,0
South Circular (A205),Good,No Exceptional Delays,2025-11-09 20:37:43.001459,0
South Circular (A205),Good,No Exceptional Delays,2025-11-09 20:38:43.428295,0
South Circular (A205),Good,No Exceptional Delays,2025-11-09 20:39:44.715377,0
South Circular (A205),Good,No Exceptional Delays,2025-11-09 21:35:13.803720,0
South Circular (A205),Good,No Exceptional Delays,2025-11-09 21:36:15.668872,0
South Circular (A205),Good,No Exceptional Delays,2025-11-09 21:37:16.089650,0
South Circular (A205),Good,No Exceptional Delays,2025-11-09 21:38:16.285320,0
South Circular (A205),Good,No Exceptional Delays,2025-11-09 21:39:16.643632,0
South Circular (A205),Good,No Exceptional Delays,2025-11-09 21:40:16.867239,0
South Circular (A205),Good,No Exceptional Delays,2025-11-09 21:41:17.812331,0
South Circular (A205),Good,No Exceptional Delays,2025-11-09 21:42:20.061469,0
South Circular (A205),Good,No Exceptional Delays,2025-11-09 21:43:20.988342,0
South Circular (A205),Good,No Exceptional Delays,2025-11-09 21:44:21.535432,0
South Circular (A205),Good,No Exceptional Delays,2025-11-09 22:02:15.957414,0
South Circular (A205),Good,No Exceptional Delays,2025-11-09 22:03:18.444123,0
South Circular (A205),Good,No Exceptional Delays,2025-11-09 22:04:20.141122,0
South Circular (A205),Good,No Exceptional Delays,2025-11-09 22:05:20.525893,0
South Circular (A205),Good,No Exceptional Delays,2025-11-09 23:16:29.527054,0
South Circular (A205),Good,No Exceptional Delays,2025-11-09 23:17:30.484563,0
Southern River Route,Good,No Exceptional Delays,2025-11-09 20:23:38.316918,0
Southern River Route,Good,No Exceptional Delays,2025-11-09 20:24:38.734416,0
Southern River Route,Good,No Exceptional Delays,2025-11-09 20:25:38.971141,0
Southern River Route,Good,No Exceptional Delays,2025-11-09 20:26:39.203275,0
Southern River Route,Good,No Exceptional Delays,2025-11-09 20:27:39.514283,0
Southern River Route,Good,No Exceptional Delays,2025-11-09 20:28:39.807941,0
Southern River Route,Good,No Exceptional Delays,2025-11-09 20:29:40.298230,0
Southern River Route,Good,No Exceptional Delays,2025-11-09 20:30:40.523136,0
Southern River Route,Good,No Exceptional Delays,2025-11-09 20:31:40.819254,0
Southern River Route,Good,No Exceptional Delays,2025-11-09 20:32:41.235617,0
Southern River Route,Good,No Exceptional Delays,2025-11-09 20:33:41.503224,0
Southern River Route,Good,No Exceptional Delays,2025-11-09 20:34:41.955490,0
Southern River Route,Good,No Exceptional Delays,2025-11-09 20:35:42.374221,0
Southern River Route,Good,No Exceptional Delays,2025-11-09 20:36:42.550804,0
Southern River Route,Good,No Exceptional Delays,2025-11-09 20:37:43.001459,0
Southern River Route,Good,No Exceptional Delays,2025-11-09 20:38:43.428295,0
Southern River Route,Good,No Exceptional Delays,2025-11-09 20:39:44.715377,0
Southern River Route,Good,No Exceptional Delays,2025-11-09 21:35:13.803720,0
Southern River Route,Good,No Exceptional Delays,2025-11-09 21:36:15.668872,0
Southern River Route,Good,No Exceptional Delays,2025-11-09 21:37:16.089650,0
Southern River Route,Good,No Exceptional Delays,2025-11-09 21:38:16.285320,0
Southern River Route,Good,No Exceptional Delays,2025-11-09 21:39:16.643632,0
Southern River Route,Good,No Exceptional Delays,2025-11-09 21:40:16.867239,0
Southern River Route,Good,No Exceptional Delays,2025-11-09 21:41:17.812331,0
Southern River Route,Good,No Exceptional Delays,2025-11-09 21:42:20.061469,0
Southern River Route,Good,No Exceptional Delays,2025-11-09 21:43:20.988342,0
Southern River Route,Good,No Exceptional Delays,2025-11-09 21:44:21.535432,0
Southern River Route,Good,No Exceptional Delays,2025-11-09 22:02:15.957414,0
Southern River Route,Good,No Exceptional Delays,2025-11-09 22:03:18.444123,0
Southern River Route,Good,No Exceptional Delays,2025-11-09 22:04:20.141122,0
Southern River Route,Good,No Exceptional Delays,2025-11-09 22:05:20.525893,0
Southern River Route,Good,No Exceptional Delays,2025-11-09 23:16:29.527054,0
Southern River Route,Good,No Exceptional Delays,2025-11-09 23:17:30.484563,0
Western Cross Route,Good,No Exceptional Delays,2025-11-09 20:23:38.316918,0
Western Cross Route,Good,No Exceptional Delays,2025-11-09 20:24:38.734416,0
Western Cross Route,Good,No Exceptional Delays,2025-11-09 20:25:38.971141,0
Western Cross Route,Good,No Exceptional Delays,2025-11-09 20:26:39.203275,0
Western Cross Route,Good,No Exceptional Delays,2025-11-09 20:27:39.514283,0
Western Cross Route,Good,No Exceptional Delays,2025-11-09 20:28:39.807941,0
Western Cross Route,Good,No Exceptional Delays,2025-11-09 20:29:40.298230,0
Western Cross Route,Good,No Exceptional Delays,2025-11-09 20:30:40.523136,0
Western Cross Route,Good,No Exceptional Delays,2025-11-09 20:31:40.819254,0
